candidate_id,direction,content_class,style_class,content_index,style_index,style_crop,slot,review_status,pixel_standard_deviation
bird_to_dog_14,bird_to_dog,bird,dog,2095,113,"[0.18, 0.1, 0.88, 0.9]",14,pending,0.1840942504811015
bird_to_dog_15,bird_to_dog,bird,dog,116,113,"[0.18, 0.1, 0.88, 0.9]",15,pending,0.20525294817139525
bird_to_dog_16,bird_to_dog,bird,dog,4298,113,"[0.18, 0.1, 0.88, 0.9]",16,pending,0.1595729565840823
bird_to_dog_17,bird_to_dog,bird,dog,7029,113,"[0.18, 0.1, 0.88, 0.9]",17,pending,0.1967251409817069
bird_to_dog_18,bird_to_dog,bird,dog,198,113,"[0.18, 0.1, 0.88, 0.9]",18,pending,0.2342409595983184
bird_to_dog_19,bird_to_dog,bird,dog,5488,113,"[0.18, 0.1, 0.88, 0.9]",19,pending,0.2190242993393123
bird_to_dog_20,bird_to_dog,bird,dog,1871,113,"[0.18, 0.1, 0.88, 0.9]",20,pending,0.18917997204773457
bird_to_dog_21,bird_to_dog,bird,dog,2070,113,"[0.18, 0.1, 0.88, 0.9]",21,pending,0.17070073936950617
bird_to_dog_22,bird_to_dog,bird,dog,3550,113,"[0.18, 0.1, 0.88, 0.9]",22,pending,0.18565464554024116
bird_to_dog_23,bird_to_dog,bird,dog,6733,113,"[0.18, 0.1, 0.88, 0.9]",23,pending,0.16211570513294257
bird_to_dog_24,bird_to_dog,bird,dog,7390,113,"[0.18, 0.1, 0.88, 0.9]",24,pending,0.18147241393047897
dog_to_bird_00,dog_to_bird,dog,bird,1095,21,"[0.2, 0.05, 0.85, 0.9]",0,pending,0.24479817177833904
dog_to_bird_01,dog_to_bird,dog,bird,378,21,"[0.2, 0.05, 0.85, 0.9]",1,pending,0.2843371654418244
dog_to_bird_02,dog_to_bird,dog,bird,4850,21,"[0.2, 0.05, 0.85, 0.9]",2,pending,0.26559903361051085
dog_to_bird_03,dog_to_bird,dog,bird,7776,21,"[0.2, 0.05, 0.85, 0.9]",3,pending,0.2568281331763601
dog_to_bird_04,dog_to_bird,dog,bird,7041,21,"[0.2, 0.05, 0.85, 0.9]",4,pending,0.28097103329141665
dog_to_bird_05,dog_to_bird,dog,bird,2427,21,"[0.2, 0.05, 0.85, 0.9]",5,pending,0.26520692699946075
dog_to_bird_06,dog_to_bird,dog,bird,1626,21,"[0.2, 0.05, 0.85, 0.9]",6,pending,0.2417818977552397
dog_to_bird_07,dog_to_bird,dog,bird,2334,21,"[0.2, 0.05, 0.85, 0.9]",7,pending,0.25599926115726385
dog_to_bird_08,dog_to_bird,dog,bird,2458,21,"[0.2, 0.05, 0.85, 0.9]",8,pending,0.2862098373915634
dog_to_bird_09,dog_to_bird,dog,bird,3353,21,"[0.2, 0.05, 0.85, 0.9]",9,pending,0.2879515992415672
dog_to_bird_10,dog_to_bird,dog,bird,7474,21,"[0.2, 0.05, 0.85, 0.9]",10,pending,0.264166399966468
dog_to_bird_11,dog_to_bird,dog,bird,1877,21,"[0.2, 0.05, 0.85, 0.9]",11,pending,0.26234177859175345
dog_to_bird_12,dog_to_bird,dog,bird,97,21,"[0.2, 0.05, 0.85, 0.9]",12,pending,0.284532313953938
dog_to_bird_13,dog_to_bird,dog,bird,7413,21,"[0.2, 0.05, 0.85, 0.9]",13,pending,0.29368044413672834
dog_to_bird_14,dog_to_bird,dog,bird,2265,21,"[0.2, 0.05, 0.85, 0.9]",14,pending,0.24920161374316335
dog_to_bird_15,dog_to_bird,dog,bird,4106,21,"[0.2, 0.05, 0.85, 0.9]",15,pending,0.24770501013387353
dog_to_bird_16,dog_to_bird,dog,bird,2391,21,"[0.2, 0.05, 0.85, 0.9]",16,pending,0.25881893511248305
dog_to_bird_17,dog_to_bird,dog,bird,4547,21,"[0.2, 0.05, 0.85, 0.9]",17,pending,0.25372397684072545
dog_to_bird_18,dog_to_bird,dog,bird,645,21,"[0.2, 0.05, 0.85, 0.9]",18,pending,0.24385139077521667
dog_to_bird_19,dog_to_bird,dog,bird,5332,21,"[0.2, 0.05, 0.85, 0.9]",19,pending,0.26813461823512463
dog_to_bird_20,dog_to_bird,dog,bird,2807,21,"[0.2, 0.05, 0.85, 0.9]",20,pending,0.2574632143350482
dog_to_bird_21,dog_to_bird,dog,bird,685,21,"[0.2, 0.05, 0.85, 0.9]",21,pending,0.30654436150886927
dog_to_bird_22,dog_to_bird,dog,bird,7706,21,"[0.2, 0.05, 0.85, 0.9]",22,pending,0.2674525806370621
dog_to_bird_23,dog_to_bird,dog,bird,4570,21,"[0.2, 0.05, 0.85, 0.9]",23,pending,0.26434688493748004
dog_to_bird_24,dog_to_bird,dog,bird,7130,21,"[0.2, 0.05, 0.85, 0.9]",24,pending,0.25369610039896434
